,date,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,fighter_1,fighter_2,location,weight_class,winner,body_abs_1,body_abs_2,body_att_1,body_att_2,body_def_1,body_def_2,body_land_1,body_land_2,clinch_abs_1,clinch_abs_2,clinch_att_1,clinch_att_2,clinch_def_1,clinch_def_2,clinch_land_1,clinch_land_2,ground_abs_1,ground_abs_2,ground_att_1,ground_att_2,ground_def_1,ground_def_2,ground_land_1,ground_land_2,head_abs_1,head_abs_2,head_att_1,head_att_2,head_def_1,head_def_2,head_land_1,head_land_2,kd_1,kd_2,leg_abs_1,leg_abs_2,leg_att_1,leg_att_2,leg_def_1,leg_def_2,leg_land_1,leg_land_2,td_abs_1,td_abs_2,td_att_1,td_att_2,td_def_1,td_def_2,td_land_1,td_land_2
76,2022-10-15,Decision - Unanimous,3,5:00,Raphael Assuncao,Victor Henry,"Las Vegas, Nevada, USA",Bantamweight Bout,Raphael Assuncao,22,8,12,26,4,4,8,22,4,15,16,6,2,1,15,4,0,3,5,0,0,2,3,0,23,40,65,85,62,25,40,23,0,0,10,12,14,15,5,2,12,10,0,2,5,1,1,3,2,0
77,2022-10-15,KO/TKO,2,3:12,Jordan Wright,Dusko Todorovic,"Las Vegas, Nevada, USA",Middleweight Bout,Dusko Todorovic,12,5,6,12,0,1,5,12,28,7,9,31,3,2,7,28,14,11,14,20,6,3,11,14,49,20,35,68,19,15,20,49,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,2,3,0
78,2022-10-15,KO/TKO,2,4:19,Cub Swanson,Jonathan Martinez,"Las Vegas, Nevada, USA",Bantamweight Bout,Jonathan Martinez,15,9,10,18,3,1,9,15,12,3,5,14,2,2,3,12,13,0,1,24,11,1,0,13,40,10,35,77,37,25,10,40,0,2,7,32,34,7,0,2,32,7,0,1,1,1,1,0,1,0
79,2022-10-15,Decision - Unanimous,5,5:00,Alexa Grasso,Viviane Araujo,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Alexa Grasso,17,33,45,22,5,12,33,17,0,9,12,1,1,3,9,0,2,1,1,2,0,0,1,2,103,101,243,235,132,142,101,103,0,0,6,19,23,7,1,4,19,6,2,0,0,10,8,0,0,2
80,2022-10-01,KO/TKO,1,4:15,Julija Stoliarenko,Chelsea Chandler,"Las Vegas, Nevada, USA",Catch Weight Bout,Chelsea Chandler,4,3,4,6,2,1,3,4,0,0,0,0,0,0,0,0,21,0,0,27,6,0,0,21,34,5,18,64,30,13,5,34,0,0,0,4,5,0,0,1,4,0,0,1,3,0,0,2,1,0
81,2022-10-01,Submission,1,4:17,Krzysztof Jotko,Brendan Allen,"Las Vegas, Nevada, USA",Middleweight Bout,Brendan Allen,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,3,2,1,0,3,1,1,3,5,4,3,2,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
82,2022-10-01,KO/TKO,2,3:08,Joaquim Silva,Jesse Ronson,"Las Vegas, Nevada, USA",Lightweight Bout,Joaquim Silva,11,12,16,18,7,4,12,11,0,0,0,0,0,0,0,0,0,7,14,0,0,7,7,0,22,26,67,55,33,41,26,22,1,0,6,7,7,10,4,0,7,6,0,0,0,1,1,0,0,0
83,2022-10-01,Decision - Unanimous,3,5:00,Ilir Latifi,Aleksei Oleinik,"Las Vegas, Nevada, USA",Heavyweight Bout,Ilir Latifi,7,6,8,9,2,2,6,7,1,5,6,4,3,1,5,1,0,15,15,0,0,0,15,0,9,32,40,46,37,8,32,9,0,0,12,0,0,15,3,0,0,12,0,3,6,0,0,3,3,0
84,2022-10-01,KO/TKO,2,4:28,John Castaneda,Daniel Santos,"Las Vegas, Nevada, USA",Catch Weight Bout,Daniel Santos,14,8,13,19,5,5,8,14,14,8,10,18,4,2,8,14,2,8,9,2,0,1,8,2,52,45,89,111,59,44,45,52,1,1,3,4,4,4,1,0,4,3,2,3,6,4,2,3,3,2
85,2022-10-01,Decision - Unanimous,3,5:00,Mike Davis,Viacheslav Borshchev,"Las Vegas, Nevada, USA",Lightweight Bout,Mike Davis,10,5,7,13,3,2,5,10,0,1,1,0,0,0,1,0,1,37,57,3,2,20,37,1,29,53,118,81,52,65,53,29,0,0,24,7,8,24,0,1,7,24,0,9,11,0,0,2,9,0
86,2022-10-01,Submission,1,0:30,Sodiq Yusuff,Don Shainis,"Las Vegas, Nevada, USA",Featherweight Bout,Sodiq Yusuff,3,8,8,3,0,0,8,3,2,7,7,2,0,0,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
87,2022-10-01,Decision - Unanimous,3,5:00,Raoni Barcelos,Trevin Jones,"Las Vegas, Nevada, USA",Bantamweight Bout,Raoni Barcelos,3,19,21,7,4,2,19,3,0,2,3,1,1,1,2,0,0,32,41,0,0,9,32,0,5,51,95,47,42,44,51,5,1,0,3,3,3,3,0,0,3,3,0,2,5,2,2,3,2,0
88,2022-10-01,Decision - Unanimous,3,5:00,Randy Brown,Francisco Trinaldo,"Las Vegas, Nevada, USA",Welterweight Bout,Randy Brown,9,10,16,12,3,6,10,9,0,0,1,1,1,1,0,0,7,4,4,7,0,0,4,7,20,30,101,44,24,71,30,20,1,0,11,20,24,11,0,4,20,11,1,0,1,4,3,1,0,1
89,2022-10-01,Decision - Majority,5,5:00,Mackenzie Dern,Yan Xiaonan,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Yan Xiaonan,14,10,13,21,7,3,10,14,6,3,7,9,3,4,3,6,7,6,8,8,1,2,6,7,53,45,132,126,73,87,45,53,0,0,46,6,6,48,2,0,6,46,0,2,11,0,0,9,2,0
90,2022-09-17,Decision - Unanimous,3,5:00,Tony Gravely,Javid Basharat,"Las Vegas, Nevada, USA",Bantamweight Bout,Javid Basharat,24,2,11,30,6,9,2,24,6,3,7,10,4,4,3,6,5,0,0,5,0,0,0,5,50,17,84,113,63,67,17,50,0,0,6,14,18,6,0,4,14,6,2,2,13,4,2,11,2,2
91,2022-09-17,Submission,2,2:19,Mariya Agapova,Gillian Robertson,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Gillian Robertson,1,3,5,2,1,2,3,1,0,5,6,0,0,1,5,0,0,25,25,0,0,0,25,0,0,36,53,5,5,17,36,0,0,0,3,0,0,7,4,0,0,3,3,0,0,7,4,0,0,3
92,2022-09-17,Decision - Unanimous,3,5:00,Trey Ogden,Daniel Zellhuber,"Las Vegas, Nevada, USA",Lightweight Bout,Trey Ogden,21,7,13,40,19,6,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,109,125,106,87,22,19,0,0,12,42,46,13,1,4,42,12,0,1,9,0,0,8,1,0
93,2022-09-17,Decision - Unanimous,3,5:00,Denise Gomes,Loma Lookboonmee,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Loma Lookboonmee,11,2,3,12,1,1,2,11,8,6,9,9,1,3,6,8,26,0,0,35,9,0,0,26,31,13,25,49,18,12,13,31,0,0,6,4,6,6,0,2,4,6,4,0,6,5,1,6,0,4
94,2022-09-17,Decision - Unanimous,3,5:00,Trevin Giles,Louis Cosce,"Las Vegas, Nevada, USA",Welterweight Bout,Trevin Giles,3,2,4,5,2,2,2,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,10,29,29,24,19,10,5,0,0,2,13,13,4,2,0,13,2,1,2,5,1,0,3,2,1
95,2022-09-17,KO/TKO,1,1:09,Damon Jackson,Pat Sabatini,"Las Vegas, Nevada, USA",Featherweight Bout,Damon Jackson,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,15,0,0,8,7,0,1,11,20,3,2,9,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
96,2022-09-17,Submission,3,1:53,Anthony Hernandez,Marc-Andre Barriault,"Las Vegas, Nevada, USA",Middleweight Bout,Anthony Hernandez,9,8,8,9,0,0,8,9,10,8,12,11,1,4,8,10,0,13,13,0,0,0,13,0,16,31,52,44,28,21,31,16,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,6,8,0
97,2022-09-17,Decision - Split,3,5:00,Tanner Boser,Rodrigo Nascimento,"Las Vegas, Nevada, USA",Heavyweight Bout,Rodrigo Nascimento,4,13,16,5,1,3,13,4,4,1,1,4,0,0,1,4,2,2,2,2,0,0,2,2,32,40,87,81,49,47,40,32,0,0,0,9,12,0,0,3,9,0,3,0,0,7,4,0,0,3
98,2022-09-17,KO/TKO,1,3:55,Joe Pyfer,Alen Amedovski,"Las Vegas, Nevada, USA",Middleweight Bout,Joe Pyfer,2,1,2,4,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,12,42,19,15,30,12,4,1,0,5,1,1,7,2,0,1,5,0,0,0,0,0,0,0,0
99,2022-09-17,Decision - Split,3,5:00,Andre Fili,Bill Algeo,"Las Vegas, Nevada, USA",Featherweight Bout,Andre Fili,17,6,10,27,10,4,6,17,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,38,48,125,113,75,77,48,38,0,0,26,5,7,30,4,2,5,26,0,1,3,3,3,2,1,0
100,2022-09-17,KO/TKO,2,1:27,Chidi Njokuani,Gregory Rodrigues,"Las Vegas, Nevada, USA",Middleweight Bout,Gregory Rodrigues,13,28,37,14,1,9,28,13,17,25,30,21,4,5,25,17,7,0,0,21,14,0,0,7,34,13,25,74,40,12,13,34,0,1,1,3,3,2,1,0,3,1,1,0,0,3,2,0,0,1
101,2022-09-17,TKO - Doctor's Stoppage,4,5:00,Cory Sandhagen,Song Yadong,"Las Vegas, Nevada, USA",Bantamweight Bout,Cory Sandhagen,13,17,21,15,2,4,17,13,10,5,6,13,3,1,5,10,0,3,3,0,0,0,3,0,36,62,186,125,89,124,62,36,0,0,5,15,15,5,0,0,15,5,2,1,14,2,0,13,1,2
102,2022-09-10,Decision - Unanimous,3,5:00,Melissa Martinez,Elise Reed,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Elise Reed,17,17,21,19,2,4,17,17,12,6,8,13,1,2,6,12,6,2,3,6,0,1,2,6,15,10,38,44,29,28,10,15,0,1,6,18,19,7,1,1,18,6,3,1,2,3,0,1,1,3
103,2022-09-10,Decision - Unanimous,3,5:00,Chad Anheliger,Alatengheili,"Las Vegas, Nevada, USA",Bantamweight Bout,Alatengheili,6,8,14,7,1,6,8,6,0,0,0,0,0,0,0,0,6,4,4,8,2,0,4,6,30,25,118,102,72,93,25,30,0,0,13,6,11,22,9,5,6,13,2,0,0,2,0,0,0,2
104,2022-09-10,Decision - Unanimous,3,5:00,Norma Dumont,Danyelle Wolf,"Las Vegas, Nevada, USA",Women's Featherweight Bout,Norma Dumont,7,8,10,13,6,2,8,7,2,6,7,2,0,1,6,2,0,13,19,1,1,6,13,0,12,32,80,80,68,48,32,12,1,0,1,12,20,2,1,8,12,1,0,2,2,0,0,0,2,0
105,2022-09-10,KO/TKO,2,2:24,Jake Collier,Chris Barnett,"Las Vegas, Nevada, USA",Heavyweight Bout,Chris Barnett,1,10,12,4,3,2,10,1,1,13,16,5,4,3,13,1,28,10,12,42,14,2,10,28,48,40,85,89,41,45,40,48,1,0,5,1,1,5,0,0,1,5,0,1,2,0,0,1,1,0
106,2022-09-10,KO/TKO,2,4:52,Denis Tiuliulin,Jamie Pickett,"Las Vegas, Nevada, USA",Middleweight Bout,Denis Tiuliulin,13,19,28,18,5,9,19,13,4,15,15,8,4,0,15,4,0,6,13,0,0,7,6,0,44,53,131,90,46,78,53,44,2,0,3,1,2,3,0,1,1,3,0,0,1,5,5,1,0,0
107,2022-09-10,Submission,1,4:27,Jailton Almeida,Anton Turkalj,"Las Vegas, Nevada, USA",Catch Weight Bout,Jailton Almeida,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,4,17,0,0,17,22,0,0,5,17,0,0,0,1,0,1,1,0,1,0,1,0,3,3,0,0,0,3,0
108,2022-09-10,Decision - Unanimous,3,5:00,Hakeem Dawodu,Julian Erosa,"Las Vegas, Nevada, USA",Featherweight Bout,Julian Erosa,28,18,21,32,4,3,18,28,24,16,20,30,6,4,16,24,9,1,1,9,0,0,1,9,60,43,109,149,89,66,43,60,0,0,4,13,17,7,3,4,13,4,2,0,0,6,4,0,0,2
109,2022-09-10,Submission,1,4:37,Johnny Walker,Ion Cutelaba,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Johnny Walker,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,1,0,1,1,2,3,3,4,2,0,3,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
110,2022-09-10,KO/TKO,3,2:21,Irene Aldana,Macy Chiasson,"Las Vegas, Nevada, USA",Catch Weight Bout,Irene Aldana,7,5,5,8,1,0,5,7,0,3,3,0,0,0,3,0,8,15,17,19,11,2,15,8,26,24,57,80,54,33,24,26,1,0,6,8,9,6,0,1,8,6,3,0,0,8,5,0,0,3
111,2022-09-10,Decision - Split,3,5:00,Li Jingliang,Daniel Rodriguez,"Las Vegas, Nevada, USA",Catch Weight Bout,Daniel Rodriguez,17,23,34,23,6,11,23,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54,25,103,140,86,78,25,54,0,0,17,30,38,22,5,8,30,17,0,1,1,0,0,0,1,0
112,2022-09-10,Submission,1,2:13,Khamzat Chimaev,Kevin Holland,"Las Vegas, Nevada, USA",Catch Weight Bout,Khamzat Chimaev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,2,0
113,2022-09-10,Submission,4,2:52,Nate Diaz,Tony Ferguson,"Las Vegas, Nevada, USA",Welterweight Bout,Nate Diaz,23,21,30,27,4,9,21,23,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,23,71,178,106,83,107,71,23,0,0,34,9,9,39,5,0,9,34,1,0,0,3,2,0,0,1
114,2022-09-03,KO/TKO,1,3:15,Khalid Taha,Cristian Quinonez,"Paris, Ile-de-France, France",Bantamweight Bout,Cristian Quinonez,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,0,4,17,5,25,42,25,20,5,17,0,0,2,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0
115,2022-09-03,KO/TKO,2,0:16,Benoit Saint Denis,Gabriel Miranda,"Paris, Ile-de-France, France",Lightweight Bout,Benoit Saint Denis,7,5,6,7,0,1,5,7,3,2,2,3,0,0,2,3,0,16,22,0,0,6,16,0,13,35,59,30,17,24,35,13,3,0,0,2,2,0,0,0,2,0,1,1,1,3,2,0,1,1
116,2022-09-03,Decision - Unanimous,3,5:00,Fares Ziam,Michal Figlak,"Paris, Ile-de-France, France",Lightweight Bout,Fares Ziam,9,13,14,16,7,1,13,9,0,2,3,1,1,1,2,0,3,13,27,7,4,14,13,3,13,34,81,74,61,47,34,13,0,0,6,13,13,6,0,0,13,6,1,3,7,5,4,4,3,1
117,2022-09-03,Decision - Unanimous,3,5:00,John Makdessi,Nasrat Haqparast,"Paris, Ile-de-France, France",Lightweight Bout,Nasrat Haqparast,19,18,41,29,10,23,18,19,4,1,1,5,1,0,1,4,0,0,0,0,0,0,0,0,41,26,122,139,98,96,26,41,0,1,4,29,33,5,1,4,29,4,2,0,0,3,1,0,0,2
118,2022-09-03,KO/TKO,1,0:19,Abus Magomedov,Dustin Stoltzfus,"Paris, Ile-de-France, France",Middleweight Bout,Abus Magomedov,0,1,1,1,1,0,1,0,0,2,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0,6,6,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2022-09-03,Decision - Unanimous,3,5:00,Charles Jourdain,Nathaniel Wood,"Paris, Ile-de-France, France",Featherweight Bout,Nathaniel Wood,14,29,36,21,7,7,29,14,16,30,36,22,6,6,30,16,3,1,1,6,3,0,1,3,61,56,165,157,96,109,56,61,0,0,22,1,2,24,2,1,1,22,5,1,2,8,3,1,1,5
120,2022-09-03,Decision - Unanimous,3,5:00,William Gomis,Jarno Errens,"Paris, Ile-de-France, France",Featherweight Bout,William Gomis,8,10,18,14,6,8,10,8,5,2,3,6,1,1,2,5,0,3,5,0,0,2,3,0,10,14,43,32,22,29,14,10,0,0,2,8,9,7,5,1,8,2,0,3,5,2,2,2,3,0
121,2022-09-03,KO/TKO,3,1:09,Alessio Di Chirico,Roman Kopylov,"Paris, Ile-de-France, France",Middleweight Bout,Roman Kopylov,12,6,12,12,0,6,6,12,4,1,3,4,0,2,1,4,0,0,0,0,0,0,0,0,37,29,109,100,63,80,29,37,0,1,10,4,5,10,0,1,4,10,0,0,4,0,0,4,0,0
122,2022-09-03,Decision - Unanimous,3,5:00,Nassourdine Imavov,Joaquin Buckley,"Paris, Ile-de-France, France",Middleweight Bout,Nassourdine Imavov,8,9,13,13,5,4,9,8,2,8,10,3,1,2,8,2,0,7,11,0,0,4,7,0,27,40,90,145,118,50,40,27,0,0,11,2,6,16,5,4,2,11,0,2,7,3,3,5,2,0
123,2022-09-03,Decision - Unanimous,3,5:00,Robert Whittaker,Marvin Vettori,"Paris, Ile-de-France, France",Middleweight Bout,Robert Whittaker,7,6,9,10,3,3,6,7,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,15,49,138,94,79,89,49,15,0,0,11,19,19,12,1,0,19,11,0,1,1,1,1,0,1,0
124,2022-09-03,KO/TKO,3,4:23,Ciryl Gane,Tai Tuivasa,"Paris, Ile-de-France, France",Heavyweight Bout,Ciryl Gane,4,30,40,9,5,10,30,4,1,0,0,3,2,0,0,1,2,2,2,2,0,0,2,2,17,64,110,61,44,46,64,17,1,1,8,16,18,19,11,2,16,8,0,0,1,0,0,1,0,0
125,2022-08-20,Decision - Unanimous,3,5:00,Aoriqileng,Jay Perrin,"Salt Lake City, Utah, USA",Bantamweight Bout,Aoriqileng,20,14,17,25,5,3,14,20,13,11,13,16,3,2,11,13,2,0,0,3,1,0,0,2,63,51,107,135,72,56,51,63,0,0,5,7,8,7,2,1,7,5,3,0,3,7,4,3,0,3
126,2022-08-20,Submission,1,4:34,Amir Albazi,Francisco Figueiredo,"Salt Lake City, Utah, USA",Flyweight Bout,Amir Albazi,4,1,1,5,1,0,1,4,0,0,0,0,0,0,0,0,0,9,10,0,0,1,9,0,2,10,16,3,1,6,10,2,0,0,5,1,1,7,2,0,1,5,0,2,4,0,0,2,2,0
127,2022-08-20,Decision - Unanimous,3,5:00,AJ Fletcher,Ange Loosa,"Salt Lake City, Utah, USA",Welterweight Bout,Ange Loosa,27,9,13,30,3,4,9,27,11,6,9,18,7,3,6,11,23,1,3,26,3,2,1,23,88,74,163,188,100,89,74,88,0,0,14,4,5,15,1,1,4,14,2,0,4,4,2,4,0,2
128,2022-08-20,Decision - Split,3,5:00,Sean Woodson,Luis Saldana,"Salt Lake City, Utah, USA",Featherweight Bout,Draw,14,17,19,24,10,2,17,14,3,3,3,5,2,0,3,3,3,0,0,5,2,0,0,3,46,53,133,108,62,80,53,46,0,2,31,3,5,44,13,2,3,31,1,0,0,7,6,0,0,1
129,2022-08-20,Decision - Unanimous,3,5:00,Leonardo Santos,Jared Gordon,"Salt Lake City, Utah, USA",Lightweight Bout,Jared Gordon,41,11,16,46,5,5,11,41,26,7,7,34,8,0,7,26,4,0,0,4,0,0,0,4,67,21,60,120,53,39,21,67,0,0,8,4,5,8,0,1,4,8,0,0,3,0,0,3,0,0
130,2022-08-20,Decision - Majority,3,5:00,Marcin Tybura,Alexandr Romanov,"Salt Lake City, Utah, USA",Heavyweight Bout,Marcin Tybura,7,10,17,12,5,7,10,7,9,2,4,12,3,2,2,9,10,2,2,11,1,0,2,10,24,30,74,65,41,44,30,24,0,0,9,7,7,11,2,0,7,9,2,0,0,6,4,0,0,2
131,2022-08-20,KO/TKO,1,1:05,Tyson Pedro,Harry Hunsucker,"Salt Lake City, Utah, USA",Light Heavyweight Bout,Tyson Pedro,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,5,10,2,2,5,5,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
132,2022-08-20,Decision - Unanimous,3,5:00,Jose Aldo,Merab Dvalishvili,"Salt Lake City, Utah, USA",Bantamweight Bout,Merab Dvalishvili,10,21,25,14,4,4,21,10,14,3,4,15,1,1,3,14,0,0,0,0,0,0,0,0,20,11,35,102,82,24,11,20,0,0,27,6,7,31,4,1,6,27,0,0,0,16,16,0,0,0
133,2022-08-20,Decision - Unanimous,3,5:00,Paulo Costa,Luke Rockhold,"Salt Lake City, Utah, USA",Middleweight Bout,Paulo Costa,23,33,39,25,2,6,33,23,2,3,4,2,0,1,3,2,1,17,19,1,0,2,17,1,23,37,61,40,17,24,37,23,0,0,5,3,3,5,0,0,3,5,1,2,2,4,3,0,2,1
134,2022-08-13,KO/TKO,1,2:09,Jason Witt,Josh Quinlan,"San Diego, California, USA",Catch Weight Bout,Josh Quinlan,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,8,6,11,0,2,0,1,1,0,0,4,3,0,0,1,0,1,2,0,0,1,1,0
135,2022-08-20,KO/TKO,5,4:04,Kamaru Usman,Leon Edwards,"Salt Lake City, Utah, USA",UFC Welterweight Title Bout,Leon Edwards,22,17,21,24,2,4,17,22,7,15,22,7,0,7,15,7,6,22,28,6,0,6,22,6,20,61,109,38,18,48,61,20,0,1,13,5,5,13,0,0,5,13,1,5,12,5,4,7,5,1
136,2022-08-13,Decision - Unanimous,3,5:00,Angela Hill,Loopy Godinez,"San Diego, California, USA",Catch Weight Bout,Angela Hill,19,30,44,27,8,14,30,19,7,8,14,11,4,6,8,7,0,3,3,0,0,0,3,0,72,54,173,213,141,119,54,72,0,0,1,1,1,1,0,0,1,1,1,1,6,3,2,5,1,1
137,2022-08-13,Submission,3,1:39,Bruno Silva,Gerald Meerschaert,"San Diego, California, USA",Middleweight Bout,Gerald Meerschaert,9,6,14,12,3,8,6,9,0,2,2,0,0,0,2,0,10,0,0,19,9,0,0,10,28,17,60,92,64,43,17,28,0,1,9,6,7,10,1,1,6,9,1,0,0,6,5,0,0,1
138,2022-08-13,KO/TKO,1,2:59,Ode Osbourne,Tyson Nam,"San Diego, California, USA",Flyweight Bout,Tyson Nam,3,7,8,6,3,1,7,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,7,7,32,15,8,25,7,7,0,1,3,1,1,4,1,0,1,3,0,0,0,0,0,0,0,0
139,2022-08-13,KO/TKO,1,1:05,Priscila Cachoeira,Ariane da Silva,"San Diego, California, USA",Women's Bantamweight Bout,Priscila Cachoeira,0,4,5,2,2,1,4,0,0,0,0,0,0,0,0,0,0,14,18,0,0,4,14,0,3,15,27,12,9,12,15,3,1,0,1,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0
140,2022-08-13,KO/TKO,3,1:18,Devin Clark,Azamat Murzakanov,"San Diego, California, USA",Light Heavyweight Bout,Azamat Murzakanov,31,3,7,34,3,4,3,31,9,1,2,9,0,1,1,9,46,0,0,55,9,0,0,46,41,4,29,65,24,25,4,41,0,1,7,7,16,7,0,9,7,7,0,0,0,1,1,0,0,0
141,2022-08-13,Decision - Split,3,5:00,Cynthia Calvillo,Nina Nunes,"San Diego, California, USA",Women's Flyweight Bout,Nina Nunes,4,17,26,12,8,9,17,4,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,17,16,86,94,77,70,16,17,0,0,18,15,27,27,9,12,15,18,0,3,6,1,1,3,3,0
142,2022-08-13,Decision - Unanimous,3,5:00,Yazmin Jauregui,Iasmin Lucindo,"San Diego, California, USA",Women's Strawweight Bout,Yazmin Jauregui,15,9,25,22,7,16,9,15,2,5,8,2,0,3,5,2,0,0,0,0,0,0,0,0,42,52,159,148,106,107,52,42,0,0,9,25,34,11,2,9,25,9,0,0,0,2,2,0,0,0
143,2022-08-13,Decision - Split,3,5:00,Martin Buday,Lukasz Brzeski,"San Diego, California, USA",Heavyweight Bout,Martin Buday,51,3,6,69,18,3,3,51,2,1,1,5,3,0,1,2,0,0,0,0,0,0,0,0,49,50,169,182,133,119,50,49,0,0,18,13,13,22,4,0,13,18,0,0,0,0,0,0,0,0
144,2022-08-13,Decision - Majority,3,5:00,Nate Landwehr,David Onama,"San Diego, California, USA",Featherweight Bout,Nate Landwehr,8,10,18,15,7,8,10,8,1,22,35,3,2,13,22,1,20,17,30,32,12,13,17,20,62,73,154,158,96,81,73,62,0,1,1,8,13,1,0,5,8,1,1,3,4,6,5,1,3,1
145,2022-08-20,KO/TKO,2,4:04,Wu Yanan,Lucie Pudilova,"Salt Lake City, Utah, USA",Women's Bantamweight Bout,Lucie Pudilova,5,5,8,7,2,3,5,5,4,4,4,4,0,0,4,4,21,0,0,27,6,0,0,21,29,7,18,65,36,11,7,29,0,0,5,14,16,9,4,2,14,5,2,0,0,3,1,0,0,2
146,2022-08-13,KO/TKO,1,3:33,Gabriel Benitez,Charlie Ontiveros,"San Diego, California, USA",Lightweight Bout,Gabriel Benitez,4,6,8,6,2,2,6,4,1,2,4,2,1,2,2,1,0,21,30,0,0,9,21,0,17,26,46,40,23,20,26,17,0,0,1,5,6,1,0,1,5,1,0,1,2,0,0,1,1,0
147,2022-08-06,Submission,2,1:03,Cory McKenna,Miranda Granger,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Cory McKenna,2,1,2,2,0,1,1,2,2,0,0,2,0,0,0,2,0,1,1,0,0,0,1,0,5,11,19,26,21,8,11,5,0,0,6,1,1,6,0,0,1,6,0,3,4,0,0,1,3,0
148,2022-08-06,KO/TKO,1,0:44,Bryan Battle,Takashi Sato,"Las Vegas, Nevada, USA",Welterweight Bout,Bryan Battle,2,2,3,2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,4,6,5,5,2,4,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
149,2022-08-13,KO/TKO,4,2:17,Marlon Vera,Dominick Cruz,"San Diego, California, USA",Bantamweight Bout,Marlon Vera,16,13,21,32,16,8,13,16,1,5,6,2,1,1,5,1,2,2,4,2,0,2,2,2,54,35,121,193,139,86,35,54,3,0,22,13,14,24,2,1,13,22,2,0,0,7,5,0,0,2
150,2022-08-06,Submission,1,2:17,Terrance McKinney,Erick Gonzalez,"Las Vegas, Nevada, USA",Lightweight Bout,Terrance McKinney,1,3,3,2,1,0,3,1,0,3,3,0,0,0,3,0,0,1,2,0,0,1,1,0,6,15,34,11,5,19,15,6,0,0,2,0,0,3,1,0,0,2,0,1,1,1,1,0,1,0
151,2022-08-06,KO/TKO,2,3:42,Augusto Sakai,Serghei Spivac,"Las Vegas, Nevada, USA",Heavyweight Bout,Serghei Spivac,0,6,8,0,0,2,6,0,0,6,6,0,0,0,6,0,24,0,0,34,10,0,0,24,33,1,14,49,16,13,1,33,0,0,0,1,1,0,0,0,1,0,6,0,0,8,2,0,0,6
152,2022-08-06,KO/TKO,1,1:56,Sam Alvey,Michal Oleksiejczuk,"Las Vegas, Nevada, USA",Middleweight Bout,Michal Oleksiejczuk,4,2,2,4,0,0,2,4,0,0,0,1,1,0,0,0,12,0,0,17,5,0,0,12,18,1,9,33,15,8,1,18,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
